ID,DateTimeUTC,TapType,StopId,CompanyId,BusID,PAN
54,2021-09-22 21:44:16,ON,Stop2,Company1,Bus35,5500005555555552
55,2021-09-22 21:44:17,OFF,Stop2,Company2,Bus1,5500005555555551
56,2021-09-22 21:44:18,OFF,Stop3,Company1,Bus35,5500005555555552
57,2021-09-22 21:44:19,ON,Stop2,Company1,Bus37,5500005555555550
58,2021-09-22 21:44:20,OFF,Stop2,Company1,Bus37,5500005555555550
59,2021-09-22 21:44:21,ON,Stop1,Company1,Bus37,5500005555555553
60,2021-09-22 21:44:22,ON,Stop2,Company3,Bus2,5500005555555554
61,2021-09-22 21:44:23,OFF,Stop3,Company1,Bus37,5500005555555553
62,2021-09-22 21:44:24,OFF,Stop1,Company3,Bus2,5500005555555554
63,2021-09-22 21:44:25,ON,Stop2,Company1,Bus37,5500005555555553
64,2021-09-22 21:44:26,ON,Stop3,Company2,Bus1,5500005555555554
65,2021-09-22 21:44:27,OFF,Stop3,Company1,Bus37,5500005555555553
66,2021-09-22 21:44:28,OFF,Stop1,Company2,Bus1,5500005555555554
67,2021-09-22 21:44:29,ON,Stop3,Company1,Bus37,5500005555555550
68,2021-09-22 21:44:30,ON,Stop3,Company2,Bus1,5500005555555551
69,2021-09-22 21:44:31,OFF,Stop2,Company1,Bus37,5500005555555550
70,2021-09-22 21:44:32,ON,Stop1,Company1,Bus37,5500005555555552
71,2021-09-22 21:44:33,ON,Stop2,Company1,Bus35,5500005555555553
72,2021-09-22 21:44:34,OFF,Stop1,Company2,Bus1,5500005555555551
73,2021-09-22 21:44:35,OFF,Stop3,Company1,Bus37,5500005555555552
74,2021-09-22 21:44:36,OFF,Stop1,Company1,Bus35,5500005555555553
75,2021-09-22 21:44:37,ON,Stop2,Company3,Bus2,5500005555555554
76,2021-09-22 21:44:38,ON,Stop1,Company1,Bus37,5500005555555550
77,2021-09-22 21:44:39,OFF,Stop2,Company1,Bus37,5500005555555550
78,2021-09-22 21:44:40,ON,Stop3,Company2,Bus1,5500005555555551
79,2021-09-22 21:44:41,ON,Stop2,Company1,Bus35,5500005555555552
80,2021-09-22 21:44:42,OFF,Stop2,Company2,Bus1,5500005555555551
81,2021-09-22 21:44:43,OFF,Stop3,Company1,Bus35,5500005555555552
82,2021-09-22 21:44:44,ON,Stop2,Company1,Bus37,5500005555555550
83,2021-09-22 21:44:45,OFF,Stop2,Company1,Bus37,5500005555555550
84,2021-09-22 21:44:46,ON,Stop1,Company1,Bus37,5500005555555553
85,2021-09-22 21:44:47,ON,Stop2,Company3,Bus2,5500005555555554
86,2021-09-22 21:44:48,OFF,Stop3,Company1,Bus37,5500005555555553
87,2021-09-22 21:44:49,OFF,Stop1,Company3,Bus2,5500005555555554
88,2021-09-22 21:44:50,ON,Stop2,Company1,Bus37,5500005555555553
89,2021-09-22 21:44:51,ON,Stop3,Company2,Bus1,5500005555555554
90,2021-09-22 21:44:52,OFF,Stop3,Company1,Bus37,5500005555555553
91,2021-09-22 21:44:53,OFF,Stop1,Company2,Bus1,5500005555555554
92,2021-09-22 21:44:54,ON,Stop3,Company1,Bus37,5500005555555550
93,2021-09-22 21:44:55,ON,Stop3,Company2,Bus1,5500005555555551
94,2021-09-22 21:44:56,OFF,Stop2,Company1,Bus37,5500005555555550
95,2021-09-22 21:44:57,ON,Stop1,Company1,Bus37,5500005555555552
96,2021-09-22 21:44:58,ON,Stop2,Company1,Bus35,5500005555555553
97,2021-09-22 21:44:59,OFF,Stop1,Company2,Bus1,5500005555555551
98,2021-09-22 21:45:00,OFF,Stop3,Company1,Bus37,5500005555555552
99,2021-09-22 21:45:01,OFF,Stop1,Company1,Bus35,5500005555555553
100,2021-09-22 21:45:02,ON,Stop2,Company3,Bus2,5500005555555554
101,2021-09-22 21:45:03,ON,Stop1,Company1,Bus37,5500005555555550
102,2021-09-22 21:45:04,OFF,Stop2,Company1,Bus37,5500005555555550
103,2021-09-22 21:45:05,ON,Stop3,Company2,Bus1,5500005555555551
104,2021-09-22 21:45:06,ON,Stop2,Company1,Bus35,5500005555555552
105,2021-09-22 21:45:07,OFF,Stop2,Company2,Bus1,5500005555555551
106,2021-09-22 21:45:08,OFF,Stop3,Company1,Bus35,5500005555555552
107,2021-09-22 21:45:09,ON,Stop2,Company1,Bus37,5500005555555550
108,2021-09-22 21:45:10,OFF,Stop2,Company1,Bus37,5500005555555550
109,2021-09-22 21:45:11,ON,Stop1,Company1,Bus37,5500005555555553
110,2021-09-22 21:45:12,ON,Stop2,Company3,Bus2,5500005555555554
111,2021-09-22 21:45:13,OFF,Stop3,Company1,Bus37,5500005555555553
112,2021-09-22 21:45:14,OFF,Stop1,Company3,Bus2,5500005555555554
113,2021-09-22 21:45:15,ON,Stop2,Company1,Bus37,5500005555555553
114,2021-09-22 21:45:16,ON,Stop3,Company2,Bus1,5500005555555554
115,2021-09-22 21:45:17,OFF,Stop3,Company1,Bus37,5500005555555553
116,2021-09-22 21:45:18,OFF,Stop1,Company2,Bus1,5500005555555554
117,2021-09-22 21:45:19,ON,Stop3,Company1,Bus37,5500005555555550
118,2021-09-22 21:45:20,ON,Stop3,Company2,Bus1,5500005555555551
119,2021-09-22 21:45:21,OFF,Stop2,Company1,Bus37,5500005555555550
120,2021-09-22 21:45:22,ON,Stop1,Company1,Bus37,5500005555555552
121,2021-09-22 21:45:23,ON,Stop2,Company1,Bus35,5500005555555553
122,2021-09-22 21:45:24,OFF,Stop1,Company2,Bus1,5500005555555551
123,2021-09-22 21:45:25,OFF,Stop3,Company1,Bus37,5500005555555552
124,2021-09-22 21:45:26,OFF,Stop1,Company1,Bus35,5500005555555553
125,2021-09-22 21:45:27,ON,Stop2,Company3,Bus2,5500005555555554
126,2021-09-22 21:45:28,ON,Stop1,Company1,Bus37,5500005555555550
127,2021-09-22 21:45:29,OFF,Stop2,Company1,Bus37,5500005555555550
128,2021-09-22 21:45:30,ON,Stop3,Company2,Bus1,5500005555555551
129,2021-09-22 21:45:31,ON,Stop2,Company1,Bus35,5500005555555552
130,2021-09-22 21:45:32,OFF,Stop2,Company2,Bus1,5500005555555551
131,2021-09-22 21:45:33,OFF,Stop3,Company1,Bus35,5500005555555552
132,2021-09-22 21:45:34,ON,Stop2,Company1,Bus37,5500005555555550
133,2021-09-22 21:45:35,OFF,Stop2,Company1,Bus37,5500005555555550
134,2021-09-22 21:45:36,ON,Stop1,Company1,Bus37,5500005555555553
135,2021-09-22 21:45:37,ON,Stop2,Company3,Bus2,5500005555555554
136,2021-09-22 21:45:38,OFF,Stop3,Company1,Bus37,5500005555555553
137,2021-09-22 21:45:39,OFF,Stop1,Company3,Bus2,5500005555555554
138,2021-09-22 21:45:40,ON,Stop2,Company1,Bus37,5500005555555553
139,2021-09-22 21:45:41,ON,Stop3,Company2,Bus1,5500005555555554
140,2021-09-22 21:45:42,OFF,Stop3,Company1,Bus37,5500005555555553
141,2021-09-22 21:45:43,OFF,Stop1,Company2,Bus1,5500005555555554
142,2021-09-22 21:45:44,ON,Stop3,Company1,Bus37,5500005555555550
143,2021-09-22 21:45:45,ON,Stop3,Company2,Bus1,5500005555555551
144,2021-09-22 21:45:46,OFF,Stop2,Company1,Bus37,5500005555555550
145,2021-09-22 21:45:47,ON,Stop1,Company1,Bus37,5500005555555552
146,2021-09-22 21:45:48,ON,Stop2,Company1,Bus35,5500005555555553
147,2021-09-22 21:45:49,OFF,Stop1,Company2,Bus1,5500005555555551
148,2021-09-22 21:45:50,OFF,Stop3,Company1,Bus37,5500005555555552
149,2021-09-22 21:45:51,OFF,Stop1,Company1,Bus35,5500005555555553
150,2021-09-22 21:45:52,ON,Stop2,Company3,Bus2,5500005555555554
151,2021-09-22 21:45:53,ON,Stop1,Company1,Bus37,5500005555555550
152,2021-09-22 21:45:54,OFF,Stop2,Company1,Bus37,5500005555555550
153,2021-09-22 21:45:55,ON,Stop3,Company2,Bus1,5500005555555551
154,2021-09-22 21:45:56,ON,Stop2,Company1,Bus35,5500005555555552
155,2021-09-22 21:45:57,OFF,Stop2,Company2,Bus1,5500005555555551
156,2021-09-22 21:45:58,OFF,Stop3,Company1,Bus35,5500005555555552
157,2021-09-22 21:45:59,ON,Stop2,Company1,Bus37,5500005555555550
158,2021-09-22 21:46:00,OFF,Stop2,Company1,Bus37,5500005555555550
159,2021-09-22 21:46:01,ON,Stop1,Company1,Bus37,5500005555555553
160,2021-09-22 21:46:02,ON,Stop2,Company3,Bus2,5500005555555554
161,2021-09-22 21:46:03,OFF,Stop3,Company1,Bus37,5500005555555553
162,2021-09-22 21:46:04,OFF,Stop1,Company3,Bus2,5500005555555554
163,2021-09-22 21:46:05,ON,Stop2,Company1,Bus37,5500005555555553
164,2021-09-22 21:46:06,ON,Stop3,Company2,Bus1,5500005555555554
165,2021-09-22 21:46:07,OFF,Stop3,Company1,Bus37,5500005555555553
166,2021-09-22 21:46:08,OFF,Stop1,Company2,Bus1,5500005555555554
167,2021-09-22 21:46:09,ON,Stop3,Company1,Bus37,5500005555555550
168,2021-09-22 21:46:10,ON,Stop3,Company2,Bus1,5500005555555551
169,2021-09-22 21:46:11,OFF,Stop2,Company1,Bus37,5500005555555550
170,2021-09-22 21:46:12,ON,Stop1,Company1,Bus37,5500005555555552
171,2021-09-22 21:46:13,ON,Stop2,Company1,Bus35,5500005555555553
172,2021-09-22 21:46:14,OFF,Stop1,Company2,Bus1,5500005555555551
173,2021-09-22 21:46:15,OFF,Stop3,Company1,Bus37,5500005555555552
174,2021-09-22 21:46:16,OFF,Stop1,Company1,Bus35,5500005555555553
175,2021-09-22 21:46:17,ON,Stop2,Company3,Bus2,5500005555555554
176,2021-09-22 21:46:18,ON,Stop1,Company1,Bus37,5500005555555550
177,2021-09-22 21:46:19,OFF,Stop2,Company1,Bus37,5500005555555550
178,2021-09-22 21:46:20,ON,Stop3,Company2,Bus1,5500005555555551
179,2021-09-22 21:46:21,ON,Stop2,Company1,Bus35,5500005555555552
180,2021-09-22 21:46:22,OFF,Stop2,Company2,Bus1,5500005555555551
181,2021-09-22 21:46:23,OFF,Stop3,Company1,Bus35,5500005555555552
182,2021-09-22 21:46:24,ON,Stop2,Company1,Bus37,5500005555555550
183,2021-09-22 21:46:25,OFF,Stop2,Company1,Bus37,5500005555555550
184,2021-09-22 21:46:26,ON,Stop1,Company1,Bus37,5500005555555553
185,2021-09-22 21:46:27,ON,Stop2,Company3,Bus2,5500005555555554
186,2021-09-22 21:46:28,OFF,Stop3,Company1,Bus37,5500005555555553
187,2021-09-22 21:46:29,OFF,Stop1,Company3,Bus2,5500005555555554
188,2021-09-22 21:46:30,ON,Stop2,Company1,Bus37,5500005555555553
189,2021-09-22 21:46:31,ON,Stop3,Company2,Bus1,5500005555555554
190,2021-09-22 21:46:32,OFF,Stop3,Company1,Bus37,5500005555555553
191,2021-09-22 21:46:33,OFF,Stop1,Company2,Bus1,5500005555555554
192,2021-09-22 21:46:34,ON,Stop3,Company1,Bus37,5500005555555550
193,2021-09-22 21:46:35,ON,Stop3,Company2,Bus1,5500005555555551
194,2021-09-22 21:46:36,OFF,Stop2,Company1,Bus37,5500005555555550
195,2021-09-22 21:46:37,ON,Stop1,Company1,Bus37,5500005555555552
196,2021-09-22 21:46:38,ON,Stop2,Company1,Bus35,5500005555555553
197,2021-09-22 21:46:39,OFF,Stop1,Company2,Bus1,5500005555555551
198,2021-09-22 21:46:40,OFF,Stop3,Company1,Bus37,5500005555555552
199,2021-09-22 21:46:41,OFF,Stop1,Company1,Bus35,5500005555555553
200,2021-09-22 21:46:42,ON,Stop2,Company3,Bus2,5500005555555554
201,2021-09-22 21:46:43,ON,Stop1,Company1,Bus37,5500005555555550
202,2021-09-22 21:46:44,OFF,Stop2,Company1,Bus37,5500005555555550
203,2021-09-22 21:46:45,ON,Stop3,Company2,Bus1,5500005555555551
204,2021-09-22 21:46:46,ON,Stop2,Company1,Bus35,5500005555555552
205,2021-09-22 21:46:47,OFF,Stop2,Company2,Bus1,5500005555555551
206,2021-09-22 21:46:48,OFF,Stop3,Company1,Bus35,5500005555555552
207,2021-09-22 21:46:49,ON,Stop2,Company1,Bus37,5500005555555550
208,2021-09-22 21:46:50,OFF,Stop2,Company1,Bus37,5500005555555550
209,2021-09-22 21:46:51,ON,Stop1,Company1,Bus37,5500005555555553
210,2021-09-22 21:46:52,ON,Stop2,Company3,Bus2,5500005555555554
211,2021-09-22 21:46:53,OFF,Stop3,Company1,Bus37,5500005555555553
212,2021-09-22 21:46:54,OFF,Stop1,Company3,Bus2,5500005555555554
213,2021-09-22 21:46:55,ON,Stop2,Company1,Bus37,5500005555555553
214,2021-09-22 21:46:56,ON,Stop3,Company2,Bus1,5500005555555554
215,2021-09-22 21:46:57,OFF,Stop3,Company1,Bus37,5500005555555553
216,2021-09-22 21:46:58,OFF,Stop1,Company2,Bus1,5500005555555554
217,2021-09-22 21:46:59,ON,Stop3,Company1,Bus37,5500005555555550
218,2021-09-22 21:47:00,ON,Stop3,Company2,Bus1,5500005555555551
219,2021-09-22 21:47:01,OFF,Stop2,Company1,Bus37,5500005555555550
220,2021-09-22 21:47:02,ON,Stop1,Company1,Bus37,5500005555555552
221,2021-09-22 21:47:03,ON,Stop2,Company1,Bus35,5500005555555553
222,2021-09-22 21:47:04,OFF,Stop1,Company2,Bus1,5500005555555551
223,2021-09-22 21:47:05,OFF,Stop3,Company1,Bus37,5500005555555552
224,2021-09-22 21:47:06,OFF,Stop1,Company1,Bus35,5500005555555553
225,2021-09-22 21:47:07,ON,Stop2,Company3,Bus2,5500005555555554
226,2021-09-22 21:47:08,ON,Stop1,Company1,Bus37,5500005555555550
227,2021-09-22 21:47:09,OFF,Stop2,Company1,Bus37,5500005555555550
228,2021-09-22 21:47:10,ON,Stop3,Company2,Bus1,5500005555555551
229,2021-09-22 21:47:11,ON,Stop2,Company1,Bus35,5500005555555552
230,2021-09-22 21:47:12,OFF,Stop2,Company2,Bus1,5500005555555551
231,2021-09-22 21:47:13,OFF,Stop3,Company1,Bus35,5500005555555552
232,2021-09-22 21:47:14,ON,Stop2,Company1,Bus37,5500005555555550
233,2021-09-22 21:47:15,OFF,Stop2,Company1,Bus37,5500005555555550
234,2021-09-22 21:47:16,ON,Stop1,Company1,Bus37,5500005555555553
235,2021-09-22 21:47:17,ON,Stop2,Company3,Bus2,5500005555555554
236,2021-09-22 21:47:18,OFF,Stop3,Company1,Bus37,5500005555555553
237,2021-09-22 21:47:19,OFF,Stop1,Company3,Bus2,5500005555555554
238,2021-09-22 21:47:20,ON,Stop2,Company1,Bus37,5500005555555553
239,2021-09-22 21:47:21,ON,Stop3,Company2,Bus1,5500005555555554
240,2021-09-22 21:47:22,OFF,Stop3,Company1,Bus37,5500005555555553
241,2021-09-22 21:47:23,OFF,Stop1,Company2,Bus1,5500005555555554
242,2021-09-22 21:47:24,ON,Stop3,Company1,Bus37,5500005555555550
243,2021-09-22 21:47:25,ON,Stop3,Company2,Bus1,5500005555555551
244,2021-09-22 21:47:26,OFF,Stop2,Company1,Bus37,5500005555555550
245,2021-09-22 21:47:27,ON,Stop1,Company1,Bus37,5500005555555552
246,2021-09-22 21:47:28,ON,Stop2,Company1,Bus35,5500005555555553
247,2021-09-22 21:47:29,OFF,Stop1,Company2,Bus1,5500005555555551
248,2021-09-22 21:47:30,OFF,Stop3,Company1,Bus37,5500005555555552
249,2021-09-22 21:47:31,OFF,Stop1,Company1,Bus35,5500005555555553
250,2021-09-22 21:47:32,ON,Stop2,Company3,Bus2,5500005555555554
251,2021-09-22 21:47:33,ON,Stop1,Company1,Bus37,5500005555555550
252,2021-09-22 21:47:34,OFF,Stop2,Company1,Bus37,5500005555555550
253,2021-09-22 21:47:35,ON,Stop3,Company2,Bus1,5500005555555551
254,2021-09-22 21:47:36,ON,Stop2,Company1,Bus35,5500005555555552
255,2021-09-22 21:47:37,OFF,Stop2,Company2,Bus1,5500005555555551
256,2021-09-22 21:47:38,OFF,Stop3,Company1,Bus35,5500005555555552
257,2021-09-22 21:47:39,ON,Stop2,Company1,Bus37,5500005555555550
258,2021-09-22 21:47:40,OFF,Stop2,Company1,Bus37,5500005555555550
259,2021-09-22 21:47:41,ON,Stop1,Company1,Bus37,5500005555555553
260,2021-09-22 21:47:42,ON,Stop2,Company3,Bus2,5500005555555554
261,2021-09-22 21:47:43,OFF,Stop3,Company1,Bus37,5500005555555553
262,2021-09-22 21:47:44,OFF,Stop1,Company3,Bus2,5500005555555554
263,2021-09-22 21:47:45,ON,Stop2,Company1,Bus37,5500005555555553
264,2021-09-22 21:47:46,ON,Stop3,Company2,Bus1,5500005555555554
265,2021-09-22 21:47:47,OFF,Stop3,Company1,Bus37,5500005555555553
266,2021-09-22 21:47:48,OFF,Stop1,Company2,Bus1,5500005555555554
267,2021-09-22 21:47:49,ON,Stop3,Company1,Bus37,5500005555555550
268,2021-09-22 21:47:50,ON,Stop3,Company2,Bus1,5500005555555551
269,2021-09-22 21:47:51,OFF,Stop2,Company1,Bus37,5500005555555550
270,2021-09-22 21:47:52,ON,Stop1,Company1,Bus37,5500005555555552
271,2021-09-22 21:47:53,ON,Stop2,Company1,Bus35,5500005555555553
272,2021-09-22 21:47:54,OFF,Stop1,Company2,Bus1,5500005555555551
273,2021-09-22 21:47:55,OFF,Stop3,Company1,Bus37,5500005555555552
274,2021-09-22 21:47:56,OFF,Stop1,Company1,Bus35,5500005555555553
275,2021-09-22 21:47:57,ON,Stop2,Company3,Bus2,5500005555555554
276,2021-09-22 21:47:58,ON,Stop1,Company1,Bus37,5500005555555550
277,2021-09-22 21:47:59,OFF,Stop2,Company1,Bus37,5500005555555550
278,2021-09-22 21:48:00,ON,Stop3,Company2,Bus1,5500005555555551
279,2021-09-22 21:48:01,ON,Stop2,Company1,Bus35,5500005555555552
280,2021-09-22 21:48:02,OFF,Stop2,Company2,Bus1,5500005555555551
281,2021-09-22 21:48:03,OFF,Stop3,Company1,Bus35,5500005555555552
282,2021-09-22 21:48:04,ON,Stop2,Company1,Bus37,5500005555555550
283,2021-09-22 21:48:05,OFF,Stop2,Company1,Bus37,5500005555555550
284,2021-09-22 21:48:06,ON,Stop1,Company1,Bus37,5500005555555553
285,2021-09-22 21:48:07,ON,Stop2,Company3,Bus2,5500005555555554
286,2021-09-22 21:48:08,OFF,Stop3,Company1,Bus37,5500005555555553
287,2021-09-22 21:48:09,OFF,Stop1,Company3,Bus2,5500005555555554
288,2021-09-22 21:48:10,ON,Stop2,Company1,Bus37,5500005555555553
289,2021-09-22 21:48:11,ON,Stop3,Company2,Bus1,5500005555555554
290,2021-09-22 21:48:12,OFF,Stop3,Company1,Bus37,5500005555555553
291,2021-09-22 21:48:13,OFF,Stop1,Company2,Bus1,5500005555555554
292,2021-09-22 21:48:14,ON,Stop3,Company1,Bus37,5500005555555550
293,2021-09-22 21:48:15,ON,Stop3,Company2,Bus1,5500005555555551
294,2021-09-22 21:48:16,OFF,Stop2,Company1,Bus37,5500005555555550
295,2021-09-22 21:48:17,ON,Stop1,Company1,Bus37,5500005555555552
296,2021-09-22 21:48:18,ON,Stop2,Company1,Bus35,5500005555555553
297,2021-09-22 21:48:19,OFF,Stop1,Company2,Bus1,5500005555555551
298,2021-09-22 21:48:20,OFF,Stop3,Company1,Bus37,5500005555555552
299,2021-09-22 21:48:21,OFF,Stop1,Company1,Bus35,5500005555555553
300,2021-09-22 21:48:22,ON,Stop2,Company3,Bus2,5500005555555554
301,2021-09-22 21:48:23,ON,Stop1,Company1,Bus37,5500005555555550
302,2021-09-22 21:48:24,OFF,Stop2,Company1,Bus37,5500005555555550
303,2021-09-22 21:48:25,ON,Stop3,Company2,Bus1,5500005555555551
304,2021-09-22 21:48:26,ON,Stop2,Company1,Bus35,5500005555555552
305,2021-09-22 21:48:27,OFF,Stop2,Company2,Bus1,5500005555555551
306,2021-09-22 21:48:28,OFF,Stop3,Company1,Bus35,5500005555555552
307,2021-09-22 21:48:29,ON,Stop2,Company1,Bus37,5500005555555550
308,2021-09-22 21:48:30,OFF,Stop2,Company1,Bus37,5500005555555550
309,2021-09-22 21:48:31,ON,Stop1,Company1,Bus37,5500005555555553
310,2021-09-22 21:48:32,ON,Stop2,Company3,Bus2,5500005555555554
311,2021-09-22 21:48:33,OFF,Stop3,Company1,Bus37,5500005555555553
312,2021-09-22 21:48:34,OFF,Stop1,Company3,Bus2,5500005555555554
313,2021-09-22 21:48:35,ON,Stop2,Company1,Bus37,5500005555555553
314,2021-09-22 21:48:36,ON,Stop3,Company2,Bus1,5500005555555554
315,2021-09-22 21:48:37,OFF,Stop3,Company1,Bus37,5500005555555553
316,2021-09-22 21:48:38,OFF,Stop1,Company2,Bus1,5500005555555554
317,2021-09-22 21:48:39,ON,Stop3,Company1,Bus37,5500005555555550
318,2021-09-22 21:48:40,ON,Stop3,Company2,Bus1,5500005555555551
319,2021-09-22 21:48:41,OFF,Stop2,Company1,Bus37,5500005555555550
320,2021-09-22 21:48:42,ON,Stop1,Company1,Bus37,5500005555555552
321,2021-09-22 21:48:43,ON,Stop2,Company1,Bus35,5500005555555553
322,2021-09-22 21:48:44,OFF,Stop1,Company2,Bus1,5500005555555551
323,2021-09-22 21:48:45,OFF,Stop3,Company1,Bus37,5500005555555552
324,2021-09-22 21:48:46,OFF,Stop1,Company1,Bus35,5500005555555553
325,2021-09-22 21:48:47,ON,Stop2,Company3,Bus2,5500005555555554
326,2021-09-22 21:48:48,ON,Stop1,Company1,Bus37,5500005555555550
327,2021-09-22 21:48:49,OFF,Stop2,Company1,Bus37,5500005555555550
328,2021-09-22 21:48:50,ON,Stop3,Company2,Bus1,5500005555555551
329,2021-09-22 21:48:51,ON,Stop2,Company1,Bus35,5500005555555552
330,2021-09-22 21:48:52,OFF,Stop2,Company2,Bus1,5500005555555551
331,2021-09-22 21:48:53,OFF,Stop3,Company1,Bus35,5500005555555552
332,2021-09-22 21:48:54,ON,Stop2,Company1,Bus37,5500005555555550
333,2021-09-22 21:48:55,OFF,Stop2,Company1,Bus37,5500005555555550
334,2021-09-22 21:48:56,ON,Stop1,Company1,Bus37,5500005555555553
335,2021-09-22 21:48:57,ON,Stop2,Company3,Bus2,5500005555555554
336,2021-09-22 21:48:58,OFF,Stop3,Company1,Bus37,5500005555555553
337,2021-09-22 21:48:59,OFF,Stop1,Company3,Bus2,5500005555555554
338,2021-09-22 21:49:00,ON,Stop2,Company1,Bus37,5500005555555553
339,2021-09-22 21:49:01,ON,Stop3,Company2,Bus1,5500005555555554
340,2021-09-22 21:49:02,OFF,Stop3,Company1,Bus37,5500005555555553
341,2021-09-22 21:49:03,OFF,Stop1,Company2,Bus1,5500005555555554
342,2021-09-22 21:49:04,ON,Stop3,Company1,Bus37,5500005555555550
343,2021-09-22 21:49:05,ON,Stop3,Company2,Bus1,5500005555555551
344,2021-09-22 21:49:06,OFF,Stop2,Company1,Bus37,5500005555555550
345,2021-09-22 21:49:07,ON,Stop1,Company1,Bus37,5500005555555552
346,2021-09-22 21:49:08,ON,Stop2,Company1,Bus35,5500005555555553
347,2021-09-22 21:49:09,OFF,Stop1,Company2,Bus1,5500005555555551
348,2021-09-22 21:49:10,OFF,Stop3,Company1,Bus37,5500005555555552
349,2021-09-22 21:49:11,OFF,Stop1,Company1,Bus35,5500005555555553
350,2021-09-22 21:49:12,ON,Stop2,Company3,Bus2,5500005555555554
351,2021-09-22 21:49:13,ON,Stop1,Company1,Bus37,5500005555555550
352,2021-09-22 21:49:14,OFF,Stop2,Company1,Bus37,5500005555555550
